Symbol Name,KOSPI 200_return,S&P 500_return,US_BOND_return,KOR_BOND_return
2015-10-21,0.002897035,-0.005825377,0.001720837,-0.001153174
2015-10-22,-0.008144433,0.016627537,0.000604887,0.000362895
2015-10-23,0.008858507,0.011030397,-0.002514811,0.000132183
2015-10-26,0.003808989,-0.001913115,0.001139366,0.000263739
2015-10-27,-0.001278159,-0.0025541,0.001065427,0.00052734
2015-10-28,-0.00099984,0.011839933,-0.002684921,0.000296694
2015-10-29,-0.003442892,-0.000449685,-0.002643642,-0.000296606
2015-10-30,0.001928253,-0.00480997,0.000851126,-0.000461327
2015-11-02,0.00477126,0.011873846,-0.001384941,-9.89E-05
2015-11-03,0.006065443,0.002728072,-0.001508516,-0.000230497
2015-11-04,0.000832937,-0.003545377,-0.000950339,-0.000528071
2015-11-05,-0.002140055,-0.001132088,-0.000487817,-0.000230671
2015-11-06,-0.006116208,-0.000347631,-0.003587203,-0.001188025
2015-11-09,-0.004155844,-0.00982279,-0.000881661,-0.002313554
2015-11-10,-0.013442478,0.001510647,0.001103049,0.000861262
2015-11-12,-0.002928496,-0.017173299,0.000293822,-0.000330649
2015-11-13,-0.009912703,-0.011207398,0.001811372,0.000297445
2015-11-16,-0.015821351,0.014903314,0.000293205,0.00099317
2015-11-17,0.010005442,-0.001339379,0,-0.000231708
2015-11-18,0.000746083,0.016162385,-0.000244266,0.000363687
2015-11-19,0.013875083,-0.001123067,0.001123897,0.000561966
2015-11-20,4.09E-05,0.003810229,-0.000658938,-0.000594304
2015-11-23,0.004575163,-0.00123494,0.000415161,-3.33E-05
2015-11-24,0.006465517,0.00122209,0.000439399,0
2015-11-25,-0.003757424,-0.00012924,0.000219603,9.92E-05
2015-11-27,0.010098143,0.000593622,0.000463505,-0.000561947
2015-11-30,-0.019392139,-0.004640904,0.000243837,0.000429721
2015-12-01,0.018260727,0.010680587,0.002681553,-6.59E-05
2015-12-02,-0.008443908,-0.010995753,-0.000996815,0.000363615
2015-12-03,-0.007785888,-0.014373578,-0.005110733,0.000264297
2015-12-04,-0.010340036,0.020525756,0.001687867,-0.000759431
2015-12-07,-0.006070617,-0.006989563,0.001685023,0.000197876
2015-12-08,-0.006024597,-0.006489911,0.000195036,0.001157313
2015-12-09,0.000710613,-0.00773894,0.000487496,0.00014064
2015-12-10,0.005012531,0.002251394,-0.000706524,0.000232587
2015-12-11,-0.001039069,-0.019422774,0.004169003,0.000165501
2015-12-14,-0.009070106,0.004755587,-0.003447606,0.000564628
2015-12-15,0.002645169,0.010618515,-0.001681041,-0.000232363
2015-12-16,0.019639866,0.014514953,-0.001269005,-0.000166012
2015-12-17,0.002792722,-0.015040495,0.002052535,0.000896614
2015-12-18,-0.004791743,-0.017797237,0.001877637,0.001227592
2015-12-21,0.003127572,0.007778415,9.74E-05,0.000828437
2015-12-22,0.007056121,0.008816763,-0.001581893,-0.000297991
2015-12-23,0.004277334,0.012418035,-0.00126752,0.000264959
2015-12-24,-0.004867562,-0.001598613,0.000805408,6.62E-05
2015-12-28,-0.014429544,-0.002178565,0.000390187,-3.31E-05
2015-12-29,-0.002357418,0.010629711,-0.00326654,0.000761531
2015-12-30,-0.003482298,-0.007217229,0.000195656,6.62E-05
2016-01-04,-0.023920459,-0.024571573,0.003105438,0.000926315
2016-01-05,0.006393044,0.002012262,-0.000487531,-0.00016526
2016-01-06,-0.006479482,-0.013115421,0.003097334,0.00013223
